ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name
Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,glycopeptide,antibiotic target alteration,Cpsi_16S_SPT
Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,glycylcycline,antibiotic target alteration,Cpsi_16S_SPT
Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,nucleoside,antibiotic target alteration,Cpsi_16S_SPT
Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,peptide,antibiotic target alteration,Cpsi_16S_SPT
Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,tetracycline,antibiotic target alteration,Cpsi_16S_SPT
CHM-1,CHM beta-lactamase,carbapenem,antibiotic inactivation,CHM-1
CHM-1,CHM beta-lactamase,cephalosporin,antibiotic inactivation,CHM-1
chrB,non-erm 23S ribosomal RNA methyltransferase (G748),lincosamide,antibiotic target alteration,chrB
chrB,non-erm 23S ribosomal RNA methyltransferase (G748),macrolide,antibiotic target alteration,chrB
Chryseobacterium meningosepticum BlaB,BlaB beta-lactamase,carbapenem,antibiotic inactivation,Cmen_BlaB
Chryseobacterium meningosepticum BlaB,BlaB beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Cmen_BlaB
CIA-1,CIA beta-lactamase,carbapenem,antibiotic inactivation,CIA-1
CIA-1,CIA beta-lactamase,cephalosporin,antibiotic inactivation,CIA-1
CIA-2,CIA beta-lactamase,carbapenem,antibiotic inactivation,CIA-2
CIA-2,CIA beta-lactamase,cephalosporin,antibiotic inactivation,CIA-2
CIA-3,CIA beta-lactamase,carbapenem,antibiotic inactivation,CIA-3
CIA-3,CIA beta-lactamase,cephalosporin,antibiotic inactivation,CIA-3
CIA-4,CIA beta-lactamase,carbapenem,antibiotic inactivation,CIA-4
CIA-4,CIA beta-lactamase,cephalosporin,antibiotic inactivation,CIA-4
CIM-1,CIM beta-lactamase,carbapenem,antibiotic inactivation,CIM-1
CIM-1,CIM beta-lactamase,cephalosporin,antibiotic inactivation,CIM-1
cipA,Cfr 23S ribosomal RNA methyltransferase,lincosamide,antibiotic target alteration,cipA
cipA,Cfr 23S ribosomal RNA methyltransferase,oxazolidinone,antibiotic target alteration,cipA
cipA,Cfr 23S ribosomal RNA methyltransferase,phenicol,antibiotic target alteration,cipA
cipA,Cfr 23S ribosomal RNA methyltransferase,pleuromutilin,antibiotic target alteration,cipA
cipA,Cfr 23S ribosomal RNA methyltransferase,streptogramin A,antibiotic target alteration,cipA
cipA,Cfr 23S ribosomal RNA methyltransferase,streptogramin,antibiotic target alteration,cipA
CKO-1,CKO beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CKO-1
clbA,Cfr 23S ribosomal RNA methyltransferase,lincosamide,antibiotic target alteration,clbA
clbA,Cfr 23S ribosomal RNA methyltransferase,oxazolidinone,antibiotic target alteration,clbA
clbA,Cfr 23S ribosomal RNA methyltransferase,phenicol,antibiotic target alteration,clbA
clbA,Cfr 23S ribosomal RNA methyltransferase,pleuromutilin,antibiotic target alteration,clbA
clbA,Cfr 23S ribosomal RNA methyltransferase,streptogramin A,antibiotic target alteration,clbA
clbA,Cfr 23S ribosomal RNA methyltransferase,streptogramin,antibiotic target alteration,clbA
clbB,Cfr 23S ribosomal RNA methyltransferase,lincosamide,antibiotic target alteration,clbB
clbB,Cfr 23S ribosomal RNA methyltransferase,oxazolidinone,antibiotic target alteration,clbB
clbB,Cfr 23S ribosomal RNA methyltransferase,phenicol,antibiotic target alteration,clbB
clbB,Cfr 23S ribosomal RNA methyltransferase,pleuromutilin,antibiotic target alteration,clbB
clbB,Cfr 23S ribosomal RNA methyltransferase,streptogramin A,antibiotic target alteration,clbB
clbB,Cfr 23S ribosomal RNA methyltransferase,streptogramin,antibiotic target alteration,clbB
clbC,Cfr 23S ribosomal RNA methyltransferase,lincosamide,antibiotic target alteration,clbC
clbC,Cfr 23S ribosomal RNA methyltransferase,oxazolidinone,antibiotic target alteration,clbC
clbC,Cfr 23S ribosomal RNA methyltransferase,phenicol,antibiotic target alteration,clbC
clbC,Cfr 23S ribosomal RNA methyltransferase,pleuromutilin,antibiotic target alteration,clbC
clbC,Cfr 23S ribosomal RNA methyltransferase,streptogramin A,antibiotic target alteration,clbC
clbC,Cfr 23S ribosomal RNA methyltransferase,streptogramin,antibiotic target alteration,clbC
clcD,Cfr 23S ribosomal RNA methyltransferase,lincosamide,antibiotic target alteration,clcD
clcD,Cfr 23S ribosomal RNA methyltransferase,oxazolidinone,antibiotic target alteration,clcD
clcD,Cfr 23S ribosomal RNA methyltransferase,phenicol,antibiotic target alteration,clcD
clcD,Cfr 23S ribosomal RNA methyltransferase,pleuromutilin,antibiotic target alteration,clcD
clcD,Cfr 23S ribosomal RNA methyltransferase,streptogramin A,antibiotic target alteration,clcD
clcD,Cfr 23S ribosomal RNA methyltransferase,streptogramin B,antibiotic target alteration,clcD
clcD,Cfr 23S ribosomal RNA methyltransferase,streptogramin,antibiotic target alteration,clcD
Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide,antibiotic target alteration,Cdif_23S_MULT
Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,lincosamide,antibiotic target alteration,Cdif_23S_MULT
Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,macrolide,antibiotic target alteration,Cdif_23S_MULT
Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,phenicol,antibiotic target alteration,Cdif_23S_MULT
Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,pleuromutilin,antibiotic target alteration,Cdif_23S_MULT
Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,streptogramin A,antibiotic target alteration,Cdif_23S_MULT
Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,streptogramin B,antibiotic target alteration,Cdif_23S_MULT
Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,streptogramin,antibiotic target alteration,Cdif_23S_MULT
Clostridioides difficile cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide,antibiotic target protection,cplR
Clostridioides difficile cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,nucleoside,antibiotic target protection,cplR
Clostridioides difficile cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,streptogramin A,antibiotic target protection,cplR
Clostridioides difficile cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,streptogramin,antibiotic target protection,cplR
Clostridioides difficile EF-Tu mutants conferring resistance to elfamycin,elfamycin resistant EF-Tu,elfamycin,antibiotic target alteration,Cdif_EFTu_ELF
Clostridioides difficile gyrA conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrA,fluoroquinolone,antibiotic target alteration,Cdif_gyrA_FLO
Clostridioides difficile gyrA conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrA,nybomycin-like,antibiotic target alteration,Cdif_gyrA_FLO
Clostridioides difficile gyrB conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrB,aminocoumarin,antibiotic target alteration,Cdif_gyrB_FLO
Clostridioides difficile gyrB conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrB,fluoroquinolone,antibiotic target alteration,Cdif_gyrB_FLO
Clostridioides difficile murG with mutation conferring resistance to vancomycin,murG transferase,glycopeptide,antibiotic target alteration,Cdif_murG_VAN
Clostridioides difficile nimB,nitroimidazole reductase,nitroimidazole,antibiotic inactivation,CdnimB
Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),peptide,antibiotic target alteration;antibiotic target replacement,Cdif_rpoB_RIF
Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),rifamycin,antibiotic target alteration;antibiotic target replacement,Cdif_rpoB_RIF
Clostridioides difficile rpoC with mutation conferring resistance to vancomycin,vancomycin-resistant beta prime subunit of RNA polymerase (rpoC),glycopeptide,antibiotic target alteration,Cdif_rpoC_VAN
Clostridium butyricum catB,chloramphenicol acetyltransferase (CAT),phenicol,antibiotic inactivation,Cbut_catB
Clostridium perfringens mprF,defensin resistant mprF,peptide,antibiotic target alteration,Cper_mprF
Clostridium perfringes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide,antibiotic target protection,Cper_cplR
Clostridium perfringes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,pleuromutilin,antibiotic target protection,Cper_cplR
Clostridium perfringes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,streptogramin A,antibiotic target protection,Cper_cplR
Clostridium perfringes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,streptogramin,antibiotic target protection,Cper_cplR
Clostridium sporogenes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,antibiotic without defined classification,antibiotic target protection,Cspo_cplR
Clostridium sporogenes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide,antibiotic target protection,Cspo_cplR
Clostridium sporogenes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,pleuromutilin,antibiotic target protection,Cspo_cplR
CMA-1,CMA beta-lactamase,cephalosporin,antibiotic inactivation,CMA-1
CMA-2,CMA beta-lactamase,cephalosporin,antibiotic inactivation,CMA-2
CME-1,CME beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CME-1
CME-2,CME beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CME-2
CME-3,CME beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CME-3
cmeA,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin,antibiotic efflux,cmeA
cmeA,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone,antibiotic efflux,cmeA
cmeA,resistance-nodulation-cell division (RND) antibiotic efflux pump,fusidane,antibiotic efflux,cmeA
cmeA,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide,antibiotic efflux,cmeA
cmeB,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin,antibiotic efflux,cmeB
cmeB,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone,antibiotic efflux,cmeB
cmeB,resistance-nodulation-cell division (RND) antibiotic efflux pump,fusidane,antibiotic efflux,cmeB
cmeB,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide,antibiotic efflux,cmeB
cmeC,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin,antibiotic efflux,cmeC
cmeC,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone,antibiotic efflux,cmeC
cmeC,resistance-nodulation-cell division (RND) antibiotic efflux pump,fusidane,antibiotic efflux,cmeC
cmeC,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide,antibiotic efflux,cmeC
cmeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin,antibiotic efflux,cmeR
cmeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone,antibiotic efflux,cmeR
cmeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,fusidane,antibiotic efflux,cmeR
cmeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide,antibiotic efflux,cmeR
CMH-1,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-1
CMH-10,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-10
CMH-11,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-11
CMH-12,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-12
CMH-13,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-13
CMH-14,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-14
CMH-15,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-15
CMH-16,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-16
CMH-17,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-17
CMH-18,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-18
CMH-19,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-19
CMH-2,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-2
CMH-20,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-20
CMH-21,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-21
CMH-24,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-24
CMH-25,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-25
CMH-26,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-26
CMH-27,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-27
CMH-28,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-28
CMH-29,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-29
CMH-3,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-3
CMH-30,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-30
CMH-31,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-31
CMH-32,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-32
CMH-33,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-33
CMH-34,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-34
CMH-4,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-4
CMH-5,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-5
CMH-6,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-6
CMH-7,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-7
CMH-8,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-8
CMH-9,CMH beta-lactamase,cephalosporin,antibiotic inactivation,CMH-9
cmlA1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmlA1
cmlA4,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmlA4
cmlA5,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmlA5
cmlA6,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmlA6
cmlA8,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmlA8
cmlA9,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmlA9
cmlB,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmlB
cmlB1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmlB1
cmlv,chloramphenicol phosphotransferase,phenicol,antibiotic inactivation,cmlv
cmrA,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmrA
cmx,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol,antibiotic efflux,cmx
CMY-1,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-1
CMY-10,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-10
CMY-100,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-100
CMY-101,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-101
CMY-102,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-102
CMY-103,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-103
CMY-104,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-104
CMY-105,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-105
CMY-106,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-106
