ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name
OXA-1108,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1108
OXA-1109,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1109
OXA-1109,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1109
OXA-111,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-111
OXA-111,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-111
OXA-1110,OXA beta-lactamase;OXA-134-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1110
OXA-1110,OXA beta-lactamase;OXA-134-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1110
OXA-1111,OXA beta-lactamase;OXA-134-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1111
OXA-1111,OXA beta-lactamase;OXA-134-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1111
OXA-1112,OXA beta-lactamase;OXA-134-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1112
OXA-1112,OXA beta-lactamase;OXA-134-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1112
OXA-1113,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1113
OXA-1113,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1113
OXA-1114,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1114
OXA-1114,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1114
OXA-1115,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1115
OXA-1115,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1115
OXA-1116,OXA beta-lactamase;OXA-134-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1116
OXA-1116,OXA beta-lactamase;OXA-134-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1116
OXA-1117,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1117
OXA-1117,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1117
OXA-1118,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1118
OXA-1118,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1118
OXA-1119,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1119
OXA-1119,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1119
OXA-112,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-112
OXA-112,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-112
OXA-1120,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1120
OXA-1120,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1120
OXA-1121,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1121
OXA-1121,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1121
OXA-1122,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1122
OXA-1122,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1122
OXA-1123,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1123
OXA-1123,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1123
OXA-1124,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1124
OXA-1125,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1125
OXA-1126,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1126
OXA-1127,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1127
OXA-1128,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1128
OXA-1129,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1129
OXA-113,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-113
OXA-113,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-113
OXA-1130,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1130
OXA-1131,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1131
OXA-1132,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1132
OXA-1133,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1133
OXA-1134,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1134
OXA-1135,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1135
OXA-1136,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1136
OXA-1136,OXA beta-lactamase;OXA-2-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1136
OXA-1137,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1137
OXA-1137,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1137
OXA-1138,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1138
OXA-1138,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1138
OXA-1139,OXA beta-lactamase;OXA-143-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1139
OXA-1139,OXA beta-lactamase;OXA-143-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1139
OXA-1140,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1140
OXA-1141,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1141
OXA-1141,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1141
OXA-1142,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1142
OXA-1143,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1143
OXA-1144,OXA beta-lactamase;OXA-229-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1144
OXA-1144,OXA beta-lactamase;OXA-229-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1144
OXA-1145,OXA beta-lactamase;OXA-286-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1145
OXA-1145,OXA beta-lactamase;OXA-286-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1145
OXA-1146,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1146
OXA-1146,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1146
OXA-1147,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1147
OXA-1147,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1147
OXA-1148,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1148
OXA-1148,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1148
OXA-1149,OXA beta-lactamase;OXA-62-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1149
OXA-1149,OXA beta-lactamase;OXA-62-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1149
OXA-114a,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114a
OXA-114b,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114b
OXA-114c,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114c
OXA-114d,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114d
OXA-114e,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114e
OXA-114f,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114f
OXA-114g,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114g
OXA-114h,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114h
OXA-114i,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114i
OXA-114j,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114j
OXA-114k,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114k
OXA-114l,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114l
OXA-114m,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114m
OXA-114n,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114n
OXA-114p,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114p
OXA-114q,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114q
OXA-114r,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114r
OXA-114s,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114s
OXA-114t,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114t
OXA-114u,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114u
OXA-114v,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114v
OXA-114w,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114w
OXA-114x,OXA beta-lactamase;OXA-114-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-114x
OXA-115,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-115
OXA-115,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-115
OXA-1150,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1150
OXA-1150,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1150
OXA-1151,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1151
OXA-1151,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1151
OXA-1152,OXA beta-lactamase;OXA-62-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1152
OXA-1152,OXA beta-lactamase;OXA-62-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1152
OXA-1153,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1153
OXA-1154,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1154
OXA-1155,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1155
OXA-1156,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1156
OXA-1157,OXA beta-lactamase;OXA-12-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1157
OXA-1158,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1158
OXA-1159,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1159
OXA-116,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-116
OXA-1160,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1160
OXA-1161,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1161
OXA-1162,OXA beta-lactamase;OXA-12-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1162
OXA-1163,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1163
OXA-1164,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1164
OXA-1164,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1164
OXA-1165,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1165
OXA-1165,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1165
OXA-1166,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1166
OXA-1166,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1166
OXA-1167,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1167
OXA-1167,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1167
OXA-1168,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1168
OXA-1168,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1168
OXA-1169,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1169
OXA-1169,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1169
OXA-117,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-117
OXA-117,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-117
OXA-1170,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1170
OXA-1170,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1170
OXA-1171,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1171
OXA-1171,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1171
OXA-1172,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1172
OXA-1172,OXA beta-lactamase;OXA-2-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1172
OXA-1173,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1173
OXA-1173,OXA beta-lactamase;OXA-2-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1173
OXA-1174,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1174
OXA-1175,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1175
OXA-1175,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1175
OXA-1176,OXA beta-lactamase;OXA-60-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1176
OXA-1176,OXA beta-lactamase;OXA-60-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1176
OXA-1177,OXA beta-lactamase;OXA-22-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1177
OXA-1177,OXA beta-lactamase;OXA-22-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1177
OXA-1178,OXA beta-lactamase;OXA-58-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1178
OXA-1178,OXA beta-lactamase;OXA-58-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1178
OXA-118,OXA beta-lactamase;OXA-46-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-118
OXA-1181,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1181
OXA-1181,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1181
OXA-1182,OXA beta-lactamase;OXA-143-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1182
OXA-1182,OXA beta-lactamase;OXA-143-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1182
OXA-1183,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1183
OXA-1183,OXA beta-lactamase;OXA-2-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1183
OXA-1184,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1184
OXA-1184,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1184
OXA-1185,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1185
OXA-1185,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1185
OXA-1186,OXA beta-lactamase;OXA-198-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1186
OXA-1186,OXA beta-lactamase;OXA-198-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1186
OXA-1187,OXA beta-lactamase;OXA-2-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1187
OXA-1187,OXA beta-lactamase;OXA-2-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1187
OXA-1188,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1188
OXA-1189,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1189
OXA-1189,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1189
OXA-119,OXA beta-lactamase;OXA-46-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-119
OXA-1190,OXA beta-lactamase;OXA-229-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1190
OXA-1190,OXA beta-lactamase;OXA-229-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1190
OXA-1191,OXA beta-lactamase;OXA-229-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1191
OXA-1191,OXA beta-lactamase;OXA-229-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1191
OXA-1193,OXA beta-lactamase;OXA-229-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1193
OXA-1193,OXA beta-lactamase;OXA-229-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1193
OXA-1194,OXA beta-lactamase;OXA-229-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1194
OXA-1194,OXA beta-lactamase;OXA-229-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1194
OXA-1198,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1198
OXA-1199,OXA beta-lactamase;OXA-50-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1199
OXA-12,OXA beta-lactamase;OXA-12-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-12
OXA-120,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-120
OXA-120,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-120
OXA-1200,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1200
OXA-1200,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1200
OXA-1201,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1201
OXA-1201,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1201
OXA-1202,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1202
OXA-1202,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1202
OXA-1203,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1203
OXA-1203,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1203
OXA-1204,OXA beta-lactamase;OXA-10-like beta-lactamase,cephalosporin,antibiotic inactivation,OXA-1204
OXA-1204,OXA beta-lactamase;OXA-10-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1204
OXA-1205,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1205
OXA-1205,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1205
OXA-1206,OXA beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1206
OXA-1207,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1207
OXA-1207,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1207
OXA-1208,OXA beta-lactamase;OXA-211-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1208
OXA-1208,OXA beta-lactamase;OXA-211-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1208
OXA-121,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-121
OXA-121,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-121
OXA-1211,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1211
OXA-1211,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1211
OXA-1212,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1212
OXA-1212,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1212
OXA-1213,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1213
OXA-1213,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1213
OXA-1214,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1214
OXA-1214,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1214
OXA-1215,OXA beta-lactamase;OXA-286-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1215
OXA-1215,OXA beta-lactamase;OXA-286-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1215
OXA-1216,OXA beta-lactamase;OXA-23-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1216
OXA-1216,OXA beta-lactamase;OXA-23-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1216
OXA-1217,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1217
OXA-1217,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1217
OXA-1218,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1218
OXA-1218,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1218
OXA-1219,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1219
OXA-1219,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1219
OXA-122,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-122
OXA-122,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-122
OXA-1220,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1220
OXA-1220,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1220
OXA-1221,OXA beta-lactamase;OXA-23-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1221
OXA-1221,OXA beta-lactamase;OXA-23-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1221
OXA-1222,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1222
OXA-1222,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1222
OXA-1223,OXA beta-lactamase;OXA-23-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1223
OXA-1223,OXA beta-lactamase;OXA-23-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1223
OXA-1224,OXA beta-lactamase;OXA-213-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1224
OXA-1224,OXA beta-lactamase;OXA-213-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1224
OXA-1225,OXA beta-lactamase;OXA-24-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1225
OXA-1225,OXA beta-lactamase;OXA-24-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1225
OXA-1226,OXA beta-lactamase;OXA-48-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1226
OXA-1226,OXA beta-lactamase;OXA-48-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1226
OXA-1227,OXA beta-lactamase;OXA-62-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1227
OXA-1227,OXA beta-lactamase;OXA-62-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1227
OXA-1228,OXA beta-lactamase;OXA-62-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1228
OXA-1228,OXA beta-lactamase;OXA-62-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1228
OXA-1229,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-1229
OXA-1229,OXA beta-lactamase;OXA-51-like beta-lactamase,penicillin beta-lactam,antibiotic inactivation,OXA-1229
OXA-123,OXA beta-lactamase;OXA-51-like beta-lactamase,carbapenem,antibiotic inactivation,OXA-123
